"idx","dateOf","timeCriterium","highOrLow","swingPrice","swingRange","swingTB","swingCD","keyToMarketData","ticker"
238,#1984-11-19#,5,1,634.39,-11.52997,14,24,4132,"^CAC"
239,#1984-12-05#,5,2,643.37,8.97998,11,16,4143,"^CAC"
240,#1984-12-18#,5,1,630.35,-13.02002,9,13,4152,"^CAC"
241,#1985-01-28#,5,2,692,61.65002,26,41,4178,"^CAC"
242,#1985-02-04#,5,1,688.62,-3.380005,5,7,4183,"^CAC"
243,#1985-03-13#,5,2,735.35,46.72998,27,37,4210,"^CAC"
244,#1985-03-20#,5,1,725.07,-10.27997,5,7,4215,"^CAC"
245,#1985-04-12#,5,2,776.01,50.94,16,23,4231,"^CAC"
246,#1985-04-23#,5,1,751.01,-25,7,11,4238,"^CAC"
247,#1985-05-31#,5,2,822.41,71.39996,25,38,4263,"^CAC"
248,#1985-07-31#,5,1,749.33,-73.07996,41,61,4304,"^CAC"
249,#1985-08-12#,5,2,766.89,17.56,8,12,4312,"^CAC"
250,#1985-08-23#,5,1,753.98,-12.91003,8,11,4320,"^CAC"
251,#1985-09-02#,5,2,787.65,33.67004,6,10,4326,"^CAC"
252,#1985-10-07#,5,1,723.59,-64.06,25,35,4351,"^CAC"
253,#1986-02-24#,5,2,1143.94,420.3499,96,140,4447,"^CAC"
254,#1986-03-03#,5,1,1068.18,-75.75989,5,7,4452,"^CAC"
255,#1986-05-15#,5,2,1452.82,384.6399,51,73,4503,"^CAC"
256,#1986-06-06#,5,1,1189.96,-262.86,15,22,4518,"^CAC"
257,#1986-07-11#,5,2,1319.92,129.9601,25,35,4543,"^CAC"
258,#1986-07-22#,5,1,1283.79,-36.13,6,11,4549,"^CAC"
259,#1986-09-01#,5,2,1455.48,171.6899,28,41,4577,"^CAC"
260,#1986-09-18#,5,1,1314.22,-141.26,13,17,4590,"^CAC"
261,#1986-09-25#,5,2,1373.07,58.84998,5,7,4595,"^CAC"
262,#1986-10-21#,5,1,1292.46,-80.60999,18,26,4613,"^CAC"
263,#1986-12-15#,5,2,1461.35,168.89,38,55,4651,"^CAC"
264,#1987-01-02#,5,1,1382.74,-78.60999,12,18,4663,"^CAC"
265,#1987-03-26#,5,2,1624.47,241.73,59,83,4722,"^CAC"
266,#1987-04-14#,5,1,1568.15,-56.31995,13,19,4735,"^CAC"
267,#1987-05-08#,5,2,1616.34,48.18994,15,24,4750,"^CAC"
268,#1987-06-25#,5,1,1403.58,-212.76,32,48,4782,"^CAC"
269,#1987-07-29#,5,2,1494.49,90.91003,21,34,4803,"^CAC"
270,#1987-08-12#,5,1,1450.81,-43.67993,10,14,4813,"^CAC"
271,#1987-09-04#,5,2,1560.7,109.8899,17,23,4830,"^CAC"
272,#1988-01-29#,5,1,893.82,-666.8799,100,147,4930,"^CAC"
273,#1988-02-25#,5,2,1122.62,228.8,19,27,4949,"^CAC"
274,#1988-03-28#,5,1,1015.17,-107.45,22,32,4971,"^CAC"
275,#1988-05-04#,5,2,1144.82,129.65,25,37,4996,"^CAC"
276,#1988-05-19#,5,1,1113.77,-31.04993,10,15,5006,"^CAC"
277,#1988-06-09#,5,2,1295.59,181.8199,14,21,5020,"^CAC"
278,#1988-06-21#,5,1,1259.27,-36.31995,8,12,5028,"^CAC"
279,#1988-07-07#,5,2,1371.22,111.95,12,16,5040,"^CAC"
280,#1988-07-19#,5,1,1275.52,-95.69995,7,12,5047,"^CAC"
281,#1988-08-02#,5,2,1331.93,56.41003,10,14,5057,"^CAC"
282,#1988-09-01#,5,1,1277.76,-54.17004,21,30,5078,"^CAC"
283,#1988-11-04#,5,2,1505.24,227.48,44,64,5122,"^CAC"
284,#1988-11-22#,5,1,1455.7,-49.54004,11,18,5133,"^CAC"
285,#1989-02-08#,5,2,1702.09,246.39,53,78,5186,"^CAC"
286,#1989-02-27#,5,1,1541.01,-161.08,13,19,5199,"^CAC"
287,#1989-04-19#,5,2,1706.65,165.64,35,51,5234,"^CAC"
288,#1989-05-11#,5,1,1655.74,-50.91003,13,22,5247,"^CAC"
289,#1989-06-02#,5,2,1764.79,109.05,15,22,5262,"^CAC"
290,#1989-06-19#,5,1,1719.04,-45.75,11,17,5273,"^CAC"
291,#1989-10-10#,5,2,1961.74,242.7,79,113,5352,"^CAC"
292,#1989-11-06#,5,1,1782.92,-178.8199,18,27,5370,"^CAC"
293,#1989-12-12#,5,2,1972.01,189.09,26,36,5396,"^CAC"
294,#1989-12-19#,5,1,1932.02,-39.98999,5,7,5401,"^CAC"
295,#1990-01-04#,5,2,2006.42,74.40002,10,16,5411,"^CAC"
296,#1990-01-24#,5,1,1881.73,-124.6901,14,20,5425,"^CAC"
297,#1990-02-05#,5,2,1926.14,44.41003,8,12,5433,"^CAC"
298,#1990-02-26#,5,1,1800.32,-125.8201,15,21,5448,"^CAC"
299,#1990-04-17#,5,2,2141,340.6801,34,50,5482,"^CAC"
300,#1990-04-30#,5,1,2032,-109,9,13,5491,"^CAC"
301,#1990-05-09#,5,2,2134,102,5,9,5496,"^CAC"
302,#1990-05-16#,5,1,2057,-77,5,7,5501,"^CAC"
303,#1990-05-23#,5,2,2141,84,5,7,5506,"^CAC"
304,#1990-06-19#,5,1,1972,-169,17,27,5523,"^CAC"
305,#1990-06-27#,5,2,2059,87,6,8,5529,"^CAC"
306,#1990-07-11#,5,1,1950,-109,10,14,5539,"^CAC"
307,#1990-07-18#,5,2,2036,86,5,7,5544,"^CAC"
308,#1990-08-22#,5,1,1507,-529,24,35,5568,"^CAC"
309,#1990-08-30#,5,2,1747,240,6,8,5574,"^CAC"
310,#1990-09-28#,5,1,1472,-275,21,29,5595,"^CAC"
311,#1990-10-24#,5,2,1682,210,18,26,5613,"^CAC"
312,#1990-11-08#,5,1,1549,-133,10,15,5623,"^CAC"
313,#1990-12-06#,5,2,1709,160,20,28,5643,"^CAC"
314,#1991-01-15#,5,1,1425,-284,24,40,5667,"^CAC"
315,#1991-03-08#,5,2,1855,430,38,52,5705,"^CAC"
316,#1991-03-20#,5,1,1726,-129,8,12,5713,"^CAC"
317,#1991-04-05#,5,2,1859,133,10,16,5723,"^CAC"
318,#1991-04-22#,5,1,1762,-97,11,17,5734,"^CAC"
319,#1991-06-03#,5,2,1877.9,115.9,26,42,5760,"^CAC"
320,#1991-07-05#,5,1,1697.1,-180.8,24,32,5784,"^CAC"
321,#1991-07-24#,5,2,1785.8,88.70007,13,19,5797,"^CAC"
322,#1991-07-31#,5,1,1742.4,-43.40002,5,7,5802,"^CAC"
323,#1991-09-03#,5,2,1878.5,136.1,22,34,5824,"^CAC"
324,#1991-09-10#,5,1,1838,-40.5,5,7,5829,"^CAC"
325,#1991-09-23#,5,2,1897.3,59.30005,9,13,5838,"^CAC"
326,#1991-10-25#,5,1,1825.6,-71.70007,24,32,5862,"^CAC"
327,#1991-11-15#,5,2,1872.4,46.80005,13,21,5875,"^CAC"
328,#1991-12-23#,5,1,1610.2,-262.2001,26,38,5901,"^CAC"
329,#1992-01-15#,5,2,1884.6,274.4,15,23,5916,"^CAC"
330,#1992-01-24#,5,1,1822.7,-61.90002,7,9,5923,"^CAC"
331,#1992-02-27#,5,2,2004.2,181.5,24,34,5947,"^CAC"
332,#1992-03-24#,5,1,1877.5,-126.7,18,26,5965,"^CAC"
333,#1992-05-11#,5,2,2080.8,203.3,30,48,5995,"^CAC"
334,#1992-07-24#,5,1,1715.4,-365.4,50,74,6045,"^CAC"
335,#1992-08-05#,5,2,1810.4,95,8,12,6053,"^CAC"
336,#1992-08-25#,5,1,1640.9,-169.5,14,20,6067,"^CAC"
337,#1992-09-18#,5,2,1893.6,252.7,18,24,6085,"^CAC"
338,#1992-10-05#,5,1,1577.7,-315.9,11,17,6096,"^CAC"
339,#1992-11-12#,5,2,1831.2,253.5,26,38,6122,"^CAC"
340,#1992-11-24#,5,1,1660.4,-170.7999,8,12,6130,"^CAC"
341,#1992-12-10#,5,2,1806.6,146.2,12,16,6142,"^CAC"
342,#1992-12-17#,5,1,1707.1,-99.5,5,7,6147,"^CAC"
343,#1992-12-29#,5,2,1874.2,167.1,7,12,6154,"^CAC"
344,#1993-01-28#,5,1,1755.9,-118.2999,21,30,6175,"^CAC"
345,#1993-03-01#,5,2,2020,264.1,22,32,6197,"^CAC"
346,#1993-03-22#,5,1,1927.2,-92.80005,15,21,6212,"^CAC"
347,#1993-03-30#,5,2,2050.1,122.9001,6,8,6218,"^CAC"
348,#1993-05-17#,5,1,1821.3,-228.8,32,48,6250,"^CAC"
349,#1993-05-27#,5,2,1915.7,94.3999,6,10,6256,"^CAC"
350,#1993-06-07#,5,1,1853.3,-62.3999,6,11,6262,"^CAC"
351,#1993-07-13#,5,2,2003.3,150,26,36,6288,"^CAC"
352,#1993-07-22#,5,1,1932.4,-70.90002,6,9,6294,"^CAC"
353,#1993-08-12#,5,2,2179,246.6,15,21,6309,"^CAC"
354,#1993-08-23#,5,1,2103.3,-75.69995,6,11,6315,"^CAC"
355,#1993-08-31#,5,2,2222.9,119.5999,6,8,6321,"^CAC"
356,#1993-09-23#,5,1,2052,-170.8999,17,23,6338,"^CAC"
357,#1993-10-06#,5,2,2179.1,127.1001,9,13,6347,"^CAC"
358,#1993-10-14#,5,1,2102.8,-76.30005,6,8,6353,"^CAC"
359,#1993-10-25#,5,2,2240.2,137.3999,7,11,6360,"^CAC"
360,#1993-11-05#,5,1,2068.3,-171.8999,8,11,6368,"^CAC"
361,#1994-01-11#,5,2,2349.2,280.8999,46,67,6414,"^CAC"
362,#1994-01-18#,5,1,2217.8,-131.3999,5,7,6419,"^CAC"
363,#1994-02-02#,5,2,2361,143.2,11,15,6430,"^CAC"
364,#1994-03-02#,5,1,2079.9,-281.1001,20,28,6450,"^CAC"
365,#1994-03-17#,5,2,2260.6,180.7002,10,15,6460,"^CAC"
366,#1994-04-05#,5,1,2057.2,-203.4001,11,19,6471,"^CAC"
367,#1994-05-02#,5,2,2197.8,140.6001,19,27,6490,"^CAC"
368,#1994-05-09#,5,1,2123.5,-74.30005,5,7,6495,"^CAC"
369,#1994-05-18#,5,2,2217.7,94.19995,6,9,6501,"^CAC"
370,#1994-06-01#,5,1,1972.2,-245.5,9,14,6510,"^CAC"
371,#1994-06-08#,5,2,2060.4,88.19995,5,7,6515,"^CAC"
372,#1994-06-20#,5,1,1856.3,-204.0999,8,12,6523,"^CAC"
373,#1994-08-03#,5,2,2125.5,269.2,30,44,6553,"^CAC"
374,#1994-10-25#,5,1,1796.8,-328.7,58,83,6611,"^CAC"
375,#1994-11-16#,5,2,1964.2,167.3999,13,22,6624,"^CAC"
376,#1994-11-23#,5,1,1872.3,-91.8999,5,7,6629,"^CAC"
377,#1994-12-05#,5,2,2003.2,130.8999,8,12,6637,"^CAC"
378,#1994-12-13#,5,1,1903.9,-99.29993,6,8,6643,"^CAC"
379,#1994-12-26#,5,2,1969.8,65.90002,9,13,6652,"^CAC"
380,#1995-01-23#,5,1,1764.4,-205.4,19,28,6671,"^CAC"
381,#1995-02-10#,5,2,1887.8,123.4,14,18,6685,"^CAC"
382,#1995-03-13#,5,1,1711.8,-176,21,31,6706,"^CAC"
383,#1995-04-10#,5,2,1908.2,196.3999,20,28,6726,"^CAC"
384,#1995-04-19#,5,1,1843.1,-65.09998,5,9,6731,"^CAC"
385,#1995-05-12#,5,2,2025.2,182.1,15,23,6746,"^CAC"
386,#1995-05-29#,5,1,1915.1,-110.1,10,17,6756,"^CAC"
387,#1995-06-07#,5,2,1983.6,68.5,6,9,6762,"^CAC"
388,#1995-06-30#,5,1,1850.7,-132.9,17,23,6779,"^CAC"
389,#1995-07-11#,5,2,1972.6,121.9,7,11,6786,"^CAC"
390,#1995-07-20#,5,1,1901.6,-71,6,9,6792,"^CAC"
391,#1995-08-02#,5,2,1964.7,63.09998,9,13,6801,"^CAC"
392,#1995-08-10#,5,1,1931,-33.69995,6,8,6807,"^CAC"
393,#1995-08-21#,5,2,1989.4,58.40002,5,11,6812,"^CAC"
394,#1995-09-29#,5,1,1747.5,-241.9,29,39,6841,"^CAC"
395,#1995-10-13#,5,2,1830.5,83,10,14,6851,"^CAC"
396,#1995-10-23#,5,1,1713.3,-117.2,6,10,6857,"^CAC"
397,#1995-11-16#,5,2,1910,196.7,17,24,6874,"^CAC"
398,#1995-12-04#,5,1,1766.6,-143.4,12,18,6886,"^CAC"
399,#1996-01-04#,5,2,1952.6,186,21,31,6907,"^CAC"
400,#1996-01-11#,5,1,1891.1,-61.5,5,7,6912,"^CAC"
401,#1996-02-01#,5,2,2032.4,141.3,15,21,6927,"^CAC"
402,#1996-02-20#,5,1,1914,-118.4,13,19,6940,"^CAC"
403,#1996-05-02#,5,2,2164.2,250.2,49,72,6989,"^CAC"
404,#1996-05-10#,5,1,2074.6,-89.59985,5,8,6994,"^CAC"
405,#1996-05-28#,5,2,2146.4,71.7998,10,18,7004,"^CAC"
406,#1996-06-20#,5,1,2073.1,-73.2998,17,23,7021,"^CAC"
407,#1996-06-28#,5,2,2128.8,55.69995,6,8,7027,"^CAC"
408,#1996-07-24#,5,1,1939.6,-189.2001,18,26,7045,"^CAC"
